,NewsID,Title,Link,Source,StartDate,EndDate,Label
2152,2153,"The Democrats?Green New Deal includes ""working towards ending air travel.""",https://www.politifact.com/factchecks/2019/feb/28/rick-scott/no-green-new-deal-doesnt-ban-air-travel-florida-se/,Rick Scott," February 25, "," February 28, 2019",FALSE
2153,2154,"Says replacing NC Supreme Court Chief Justice with most experienced justice is a ""longstanding, nonpartisan tradition.""",https://www.politifact.com/factchecks/2019/feb/27/north-carolina-republican-party/republicans-mostly-wrong-about-nc-governor-breakin/,North Carolina Republican Party," February 12, "," February 27, 2019",barely-true
2154,2155,"A girl’s ""life expectancy is seven years after entering into prostitution.""",https://www.politifact.com/factchecks/2019/feb/27/mary-elizabeth-coleman/does-entering-prostitution-mean-you-have-seven-yea/,Mary Elizabeth Coleman," January 23, 2"," February 27, 2019",FALSE
2155,2156,"West Virginia has ""the nation’s lowest workforce participation rate, which hovers around 50 percent, when the national average is about 63 percent.""",https://www.politifact.com/factchecks/2019/feb/27/e-gordon-gee/does-west-virginia-have-nations-lowest-workforce-p/,E. Gordon Gee," January 14, 2"," February 27, 2019",TRUE
2156,2157,"""Half the states in the U.S. have laws that criminalize criticism.""",https://www.politifact.com/factchecks/2019/feb/27/american-civil-liberties-union/no-state-laws-dont-criminalize-just-any-criticism/,American Civil Liberties Union," December 22, "," February 27, 2019",barely-true
2157,2158,"Farmers are declaring bankruptcy ""in record numbers"" and ""the median income for U.S. farm households was -$1,548 in 2018.""",https://www.politifact.com/factchecks/2019/feb/27/tulsi-gabbard/tulsi-gabbard/,Tulsi Gabbard," February 19, "," February 27, 2019",barely-true
2158,2159,Undocumented immigrants get Medicare for free.,https://www.politifact.com/factchecks/2019/feb/27/facebook-posts/no-undocumented-immigrants-dont-get-medicare-free/,Facebook posts," January 31, 2"," February 27, 2019",FALSE
2159,2160,"Says Alexandria Ocasio-Cortez said, ""We must block Trump from stopping the return of the heroic Alabama mother from ISIS. In many ways she is more of a hero then our veterans. Welcome home sister!""",https://www.politifact.com/factchecks/2019/feb/27/viral-image/no-alexandria-ocasio-cortez-didnt-call-woman-who-j/,Viral image," February 26, "," February 27, 2019",pants-fire
2160,2161,"""Most people in my home state of Texas disagree with the president building a wall across our border.""",https://www.politifact.com/factchecks/2019/feb/26/joaquin-castro/polls-show-people-texas-are-divided-border-wall/,Joaquin Castro," February 25, "," February 26, 2019",half-true
2161,2162,"Says a Republican bill ""pays for school construction with teacher pay raises.""",https://www.politifact.com/factchecks/2019/feb/26/wiley-nickel/nc-democrat-falsely-ties-school-construction-teach/,Wiley Nickel," February 20, "," February 26, 2019",FALSE
2162,2163,"Among neighboring states, the condition of Wisconsin highways was rated ""not only the worst, but it was worse by a gaping margin.""",https://www.politifact.com/factchecks/2019/feb/26/craig-thompson/thompson-correct-wisconsin-has-the-biggest-hig/,Craig Thompson," January 27, 2"," February 26, 2019",mostly-true
2163,2164,"Says Hillary Clinton said, ""This planet might be able to support perhaps as many as half of a billion people who could live a sustainable life in relative comfort. Human populations must be greatly diminished, and as quickly as possible to limit further environmental damage.""",https://www.politifact.com/factchecks/2019/feb/26/viral-image/no-hillary-clinton-didnt-advocate-reducing-human-p/,Viral image," February 14, "," February 26, 2019",pants-fire
2164,2165,Claims to show a photo of Alexandria Ocasio-Cortez with her legs spread.,https://www.politifact.com/factchecks/2019/feb/26/viral-image/no-alexandria-ocasio-cortez-was-not-photographed-h/,Viral image," February 15, "," February 26, 2019",pants-fire
2165,2166,"""We have record bankruptcies in farming country.""",https://www.politifact.com/factchecks/2019/feb/26/heidi-heitkamp/does-us-have-record-bankruptcies-farm-country/,Heidi Heitkamp," February 24, "," February 26, 2019",barely-true
2166,2167,"""Our country has succeeded in reducing greenhouse emissions in previous years.""",https://www.politifact.com/factchecks/2019/feb/26/morgan-griffith/morgan-griffiths-claim-us-has-cut-greenhouse-emiss/,Morgan Griffith," February 11, "," February 26, 2019",half-true
2167,2168,"""80 percent of impeachments in Missouri have been against judges.""",https://www.politifact.com/factchecks/2019/feb/25/ed-emery/emerys-number-missouris-impeachments-against-judge/,Ed Emery," January 28, 2"," February 25, 2019",half-true
2168,2169,Says President Barack Obama is urging Chicago’s mayor to pressure prosecutors into not charging Jussie Smollett.,https://www.politifact.com/factchecks/2019/feb/25/facebook-posts/no-obama-not-trying-get-jussie-smollets-charges-dr/,Facebook posts," February 20, "," February 25, 2019",pants-fire
2169,2170,"Says 89 members of Congress ""hold dual citizenship with Israel.""",https://www.politifact.com/factchecks/2019/feb/25/blog-posting/no-members-congress-dont-have-dual-citizenship-isr/,Bloggers," February 17, "," February 25, 2019",pants-fire
2170,2171,"""The high cost of child care is the No. 1 reason people give for having fewer children than they’d like.""",https://www.politifact.com/factchecks/2019/feb/25/elizabeth-warren/warren-top-reason-having-fewer-kids-child-care/,Elizabeth Warren," February 19, "," February 25, 2019",half-true
2171,2172,"Says former Sen. Harry Reid ""got thrown out.""",https://www.politifact.com/factchecks/2019/feb/25/donald-trump/donald-trump-wrong-harry-reid-was-thrown-out-offic/,Donald Trump," February 25, "," February 25, 2019",pants-fire
2172,2173,"""In 1963 Bernie Sanders was arrested for throwing eggs at black civil rights protestors.""",https://www.politifact.com/factchecks/2019/feb/25/facebook-posts/facebook-post-has-false-information-about-bernie-s/,Facebook posts," February 22, "," February 25, 2019",pants-fire
2173,2174,"""We have just built this powerful Wall in New Mexico. Completed on January 30, 2019 — 47 days ahead of schedule!""",https://www.politifact.com/factchecks/2019/feb/25/donald-trump/donald-trump-said-border-wall-built-new-mexico-tru/,Donald Trump," February 20, "," February 25, 2019",half-true
2174,2175,"Under New York's new abortion law, ""If the baby was born alive, they would just let the baby expire.""",https://www.politifact.com/factchecks/2019/feb/22/michael-long/abortion-foe-makes-exaggerated-claim-about-ny-law/,Michael Long," February 3, 2"," February 22, 2019",FALSE
2175,2176,"Says border ""crossings remain at historically low levels.""",https://www.politifact.com/factchecks/2019/feb/22/david-price/are-border-crossings-historically-low-levels-rep-d/,David Price," February 14, "," February 22, 2019",mostly-true
2176,2177,"Prescription drugs ""are nearly 20 percent of our health care costs now when you include hospital prescription drugs.""",https://www.politifact.com/factchecks/2019/feb/22/amy-klobuchar/20-health-costs-are-prescription-drugs-presidentia/,Amy Klobuchar," February 18, "," February 22, 2019",mostly-true
2177,2178,Says Donald Trump was photographed wearing blackface.,https://www.politifact.com/factchecks/2019/feb/22/viral-image/no-donald-trump-wasnt-photographed-blackface/,Viral image," February 20, "," February 22, 2019",pants-fire
2178,2179,"""Since the passage of (the Violence Against Women Act), annual rates of domestic violence have dropped by 63 percent.""",https://www.politifact.com/factchecks/2019/feb/22/joe-biden/how-much-have-domestic-violence-rates-fallen-viole/,Joe Biden," February 15, "," February 22, 2019",half-true
2179,2180,"""Drug-related offenses make up as much as 75-85 percent of inmate populations"" in Wisconsin",https://www.politifact.com/factchecks/2019/feb/22/tony-evers/evers-claims-drug-crimes-prison-inmates/,Tony Evers," February 18, "," February 22, 2019",pants-fire
2180,2181,"""In Canada, for a number of decades, they have provided quality care to all people without out-of-pocket expenses. You go in for cancer therapy, you don't take out your wallet.""",https://www.politifact.com/factchecks/2019/feb/22/bernie-sanders/sanders-skips-canada-out-pocket-health/,Bernie Sanders," February 19, "," February 22, 2019",half-true
2181,2182,"GOP tax plan ""is better for working, middle-class families"" since ""88% of the tax relief goes to those making $100,000 or less.""",https://www.politifact.com/factchecks/2019/feb/22/john-nygren/nygren-wisconsin-gop-tax-plan-middle-class/,John Nygren," February 12, "," February 22, 2019",half-true
2182,2183,"""Thanks to successful federal, state, and local efforts, preliminary statistics show opioid overdose deaths are down 8.5% in West Virginia.""",https://www.politifact.com/factchecks/2019/feb/22/shelley-moore-capito/did-opioid-overdose-deaths-west-virginia-fall-85/,Shelley Moore Capito," January 22, 2"," February 21, 2019",half-true
2183,2184,"The word picnic is a ""racially insensitive word.""",https://www.politifact.com/factchecks/2019/feb/21/robert-mckinzie/fact-checking-myth-word-picnic-racist/,Robert McKinzie," February 19, "," February 21, 2019",FALSE
2184,2185,A photo of Trump having a stroke is really a virus that will wipe out all information on your computer.,https://www.politifact.com/factchecks/2019/feb/21/facebook-posts/no-clicking-photo-trump-supposedly-having-stroke-d/,Facebook posts," February 19, "," February 21, 2019",pants-fire
2185,2186,"Says Kamala Harris said,?We will take their (health) insurance away.""""""",https://www.politifact.com/factchecks/2019/feb/21/cory-gardner/did-2023-presidential-candidate-kamala-harris-say-/,Cory Gardner," February 14, "," February 21, 2019",half-true
2186,2187,"Federal workers ""are paid well above the HOUSEHOLD income in southern Missouri.""",https://www.politifact.com/factchecks/2019/feb/21/jason-smith/federal-workers-are-paid-more-average-southern-mis/,Jason Smith," January 30, 2"," February 20, 2019",mostly-true
2187,2188,"""In 2017, illegal aliens murdered 1,800 Americans.""",https://www.politifact.com/factchecks/2019/feb/20/tom-mcclintock/rep-tom-mcclintock-distorts-number-homicides-undoc/,Tom McClintock," January 29, 2"," February 20, 2019",FALSE
2188,2189,A photo shows Joe Namath and Al Woodall kneeling on the sideline of a football field during the national anthem.,https://www.politifact.com/factchecks/2019/feb/20/viral-image/photo-joe-namath-kneeling-real-he-just-didnt-do-it/,Viral image," February 10, "," February 20, 2019",FALSE
2189,2190,"The partial government shutdown in early 2019 affected ""18,000 federal employees in West Virginia.""",https://www.politifact.com/factchecks/2019/feb/20/joe-manchin/was-joe-manchin-right-about-scale-shutdowns-impact/,Joe Manchin," January 2, 20"," February 20, 2019",mostly-true
2190,2191,"""Comprehensive immigration reform, the bill we had back in 2023 ... brought the debt down $158 billion.""",https://www.politifact.com/factchecks/2019/feb/20/amy-klobuchar/would-2023-immigration-bill-have-saved-158-b/,Amy Klobuchar," February 18, "," February 20, 2019",half-true
2191,2192,"Says Gov. Ralph Northam ""stated that he would even allow a newborn baby to come out into the world... then talk to the mother and talk to the father and then execute the baby.""",https://www.politifact.com/factchecks/2019/feb/20/donald-trump/trump-wrongly-claims-northam-said-he-would-execute/,Donald Trump," February 11, "," February 20, 2019",FALSE
2192,2193,"Says former Starbucks CEO Howard Schultz once said that he would ""hire an illegal immigrant"" before he would hire a veteran.",https://www.politifact.com/factchecks/2019/feb/19/facebook-posts/no-former-starbucks-ceo-never-said-he-prefers-hire/,Facebook posts," February 17, "," February 19, 2019",FALSE
2193,2194,A photo of a homeless camp on old railroad tracks is present-day Los Angeles.,https://www.politifact.com/factchecks/2019/feb/19/viral-image/viral-image-homeless-camp-old-photo-paris-not-pres/,Viral image," February 17, "," February 19, 2019",FALSE
2194,2195,"A provision in the first bill passed by House Democrats would ""allow the billions of dollars of aid we send to other countries to be used for abortions.""",https://www.politifact.com/factchecks/2019/feb/19/glenn-grothman/grothman-base-claim-us-tax-dollars-funding-abortio/,Glenn Grothman," January 15, 2"," February 19, 2019",FALSE
2195,2196,"""Climate change is nothing but a bunch of computer models that attempt to tell us what's going to happen in 50 years or 30. Notice the predictions are never for next year or the next 10 years. They're always for way, way, way, way out there, when none of us are going to be around or alive to know whether or not they were true.""",https://www.politifact.com/factchecks/2019/feb/19/rush-limbaugh/scientists-response-rush-limbaughs-climate-denial-/,Rush Limbaugh," February 17, "," February 19, 2019",FALSE
